age,workclass,fnlwgt,education,education-level,marital,occupation,relationship,race,sex,capital-gain,capital,hours,native,income
0,Private,1,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0,Dominican-Republic,0
1,Private,1,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,1,United-States,0
1,Private,0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
0,?,0,HS-grad,9,Divorced,?,Other-relative,White,Female,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,0,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,1
0,?,1,9th,5,Divorced,?,Unmarried,White,Female,0,0,0,United-States,0
0,Private,0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,1
0,Private,0,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
1,Private,1,10th,6,Widowed,Sales,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,1,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
0,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,0,United-States,1
1,Private,0,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,0,United-States,0
1,Private,0,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,1,United-States,0
0,Private,1,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,0
1,Private,1,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Never-married,Transport-moving,Other-relative,Other,Male,0,0,0,Dominican-Republic,0
0,Private,1,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,0
1,Local-gov,1,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,0
0,Local-gov,0,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,1,United-States,0
1,Private,0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,0,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,1,United-States,1
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,0,United-States,0
1,State-gov,0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,1,United-States,1
0,Self-emp-not-inc,0,7th-8th,4,Never-married,Other-service,Other-relative,White,Female,0,0,1,Mexico,0
0,Self-emp-inc,0,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,0,India,0
0,Self-emp-not-inc,1,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
0,Private,1,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,1,5th-6th,3,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,0,0,0,Mexico,0
0,Private,1,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,Puerto-Rico,0
0,Private,0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
0,Private,0,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,0
0,Private,1,Assoc-acdm,12,Never-married,Sales,Unmarried,White,Male,0,0,1,United-States,0
0,Private,0,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
1,Self-emp-not-inc,1,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,0,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,3325,0,0,United-States,0
1,Private,0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,1
0,Private,0,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,1,United-States,0
0,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Self-emp-not-inc,0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,0
0,Private,1,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,34095,0,0,United-States,0
0,Federal-gov,0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,0,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,Guatemala,0
0,Private,0,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,1
0,Private,0,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3103,0,1,United-States,1
1,?,0,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
0,Private,0,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,0,?,0
0,Private,1,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,0
0,Private,0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,2597,0,0,United-States,0
1,Private,0,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,9386,0,1,United-States,1
0,Private,0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,1,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,Canada,0
0,Private,0,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,0
1,Local-gov,1,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,1,United-States,0
0,Private,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,1
0,Local-gov,1,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,1,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,0
1,Local-gov,1,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
1,Private,0,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,0
1,Private,0,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,0,United-States,0
1,Private,1,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,1,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,Dominican-Republic,1
0,Private,0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,0
0,Private,0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,5178,0,0,United-States,1
0,Private,0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,27828,0,1,United-States,1
1,Private,0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-inc,1,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,0
1,Private,0,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,1,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,0
0,Local-gov,0,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,1
1,Local-gov,0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
0,?,0,HS-grad,9,Married-civ-spouse,?,Own-child,White,Female,0,0,0,United-States,1
0,?,0,Some-college,10,Separated,?,Unmarried,White,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,0
1,Private,0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,1,United-States,1
0,Local-gov,1,HS-grad,9,Never-married,Protective-serv,Own-child,White,Female,0,0,0,United-States,0
1,?,1,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,0
0,Local-gov,1,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,0,United-States,0
0,Private,1,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1617,0,United-States,0
0,Private,0,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,0,United-States,0
0,Private,1,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,0,Hong,0
1,Private,1,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
1,Private,1,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Private,0,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,1
1,Private,0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,0
0,Self-emp-inc,1,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,1
1,?,1,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,1
0,Federal-gov,0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
0,?,0,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,0
1,Private,0,Assoc-voc,11,Divorced,Sales,Own-child,White,Male,0,0,1,United-States,0
0,State-gov,0,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,0
0,Private,1,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,1
1,Federal-gov,0,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,0
1,Local-gov,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,0,United-States,0
1,Private,1,Assoc-voc,11,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,1,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,1,United-States,1
0,Private,0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,England,0
0,Self-emp-inc,1,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,1
0,Private,1,12th,8,Never-married,Transport-moving,Own-child,Black,Male,0,0,0,United-States,0
1,Private,1,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,0
1,Private,0,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,1
0,Federal-gov,1,Some-college,10,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,1,United-States,1
1,Private,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,1
0,Private,0,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
1,Private,0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
0,Private,1,5th-6th,3,Never-married,Other-service,Own-child,White,Female,0,0,0,El-Salvador,0
0,Federal-gov,0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,0,United-States,1
0,Self-emp-not-inc,0,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,0,United-States,0
1,Private,1,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,?,1,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,1,South,1
1,Private,1,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,0
1,Private,1,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,1
0,Private,0,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,1,United-States,0
0,Private,0,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
1,Private,1,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2829,0,0,United-States,0
1,Private,1,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,Mexico,0
1,Self-emp-not-inc,1,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,0,United-States,1
1,Local-gov,1,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,0,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,4865,0,0,United-States,0
0,?,1,Some-college,10,Never-married,?,Own-child,White,Female,0,0,0,United-States,0
0,Private,0,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,1,United-States,0
0,Private,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
1,Local-gov,0,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,0
0,Private,0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,4865,0,1,United-States,0
0,Private,0,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,1,United-States,0
1,Private,1,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,0,United-States,1
0,Local-gov,1,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,3103,0,1,United-States,1
0,Federal-gov,0,Assoc-voc,11,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,0,United-States,0
0,Self-emp-not-inc,1,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,0,United-States,0
1,Private,1,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
1,Private,1,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
1,Private,0,HS-grad,9,Widowed,Craft-repair,Unmarried,Black,Female,0,0,0,United-States,0
1,Private,1,Prof-school,15,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,99999,0,0,United-States,1
1,Self-emp-not-inc,0,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,1,United-States,0
0,State-gov,1,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,0
1,Private,1,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,0,United-States,0
1,Private,0,Bachelors,13,Divorced,Farming-fishing,Other-relative,White,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,Columbia,0
1,State-gov,1,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,1,United-States,1
0,Private,1,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
0,Private,0,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,0
0,Private,0,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,Mexico,0
1,Private,0,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,0,United-States,1
0,Private,1,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,1
1,Local-gov,0,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,0,United-States,0
0,Local-gov,1,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,1,United-States,1
0,Private,1,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
1,Private,1,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,0,United-States,0
1,Private,0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
1,Private,0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,0,United-States,0
0,Private,0,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,0
0,Local-gov,0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,0
1,Local-gov,0,HS-grad,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,0,0,0,United-States,0
0,Private,0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,0
1,Local-gov,0,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Female,0,0,0,United-States,0
1,Self-emp-not-inc,1,9th,5,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,3411,0,1,Columbia,0
0,Private,1,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,2907,0,1,United-States,0
1,Private,1,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,1,United-States,1
1,Private,0,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,1,United-States,0
0,Private,0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,0,India,0
0,Private,0,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,1,United-States,1
1,Private,1,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,0,United-States,1
0,Private,0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0,United-States,1
0,Self-emp-inc,1,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,1,United-States,0
1,Self-emp-not-inc,1,1st-4th,2,Widowed,Other-service,Unmarried,White,Female,0,0,0,El-Salvador,0
1,Private,1,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,1
0,Private,0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,1471,0,0,United-States,0
1,?,0,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,0
1,Private,0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,0
1,Private,0,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,Iran,0
0,Private,0,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,5178,0,0,United-States,1
0,Private,0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,1902,0,China,0
1,?,0,11th,7,Widowed,?,Not-in-family,White,Female,0,0,0,United-States,0
1,Local-gov,1,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,0
1,Federal-gov,0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,0,United-States,1
0,Private,0,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
1,Private,0,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,0
0,Private,0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,1,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,2258,1,United-States,1
0,Private,1,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,1,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,0,1902,1,United-States,1
1,Private,1,Some-college,10,Separated,Tech-support,Unmarried,Black,Female,0,0,1,United-States,0
0,State-gov,0,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,0,United-States,0
0,Private,1,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
1,State-gov,0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,Some-college,10,Separated,Transport-moving,Unmarried,White,Male,4934,0,1,United-States,1
0,Private,1,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,1
0,Private,0,9th,5,Never-married,Handlers-cleaners,Own-child,Black,Male,2907,0,0,United-States,0
1,Private,0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,0,United-States,1
1,Private,0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,0,United-States,1
0,Private,0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,0,United-States,0
0,Private,1,9th,5,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,0,Mexico,0
1,Self-emp-inc,0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,1
0,Private,1,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0,United-States,0
1,Self-emp-inc,1,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,1,United-States,1
1,Self-emp-not-inc,0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,1
1,Private,1,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,1
1,Private,1,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,1
0,Local-gov,1,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,0,United-States,1
0,Private,0,12th,8,Never-married,Other-service,Own-child,White,Female,0,1721,0,United-States,0
0,Private,1,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,Mexico,0
0,Private,1,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,0,United-States,0
0,?,1,HS-grad,9,Divorced,?,Own-child,White,Female,0,0,0,United-States,0
0,Private,0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,1,United-States,1
1,Local-gov,1,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Federal-gov,1,HS-grad,9,Divorced,Adm-clerical,Own-child,Black,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,0,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,1,United-States,0
0,Self-emp-not-inc,0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,0
